0x8FA2AF	0x02D8
0x8FCBD1	0x7386
0x8FCBD2	0x738E
0x8FCBD3	0x7390
0x8FCBD4	0x7393
0x8FCBD5	0x7395
0x8FCBD6	0x7397
0x8FCBD7	0x7398
0x8FCBD8	0x739C
0x8FCBD9	0x739E
0x8FCBDA	0x739F
0x8FCBDB	0x73A0
0x8FCBDC	0x73A2
0x8FCBDD	0x73A5
0x8FCBDE	0x73A6
0x8FCBDF	0x73AA
0x8FCBE0	0x73AB
0x8FCBE1	0x73AD
0x8FCBE2	0x73B5
0x8FCBE3	0x73B7
0x8FCBE4	0x73B9
0x8FCBE5	0x73BC
0x8FCBE6	0x73BD
0x8FCBE7	0x73BF
0x8FCBE8	0x73C5
0x8FCBE9	0x73C6
0x8FCBEA	0x73C9
0x8FCBEB	0x73CB
0x8FCBEC	0x73CC
0x8FCBED	0x73CF
0x8FCBEE	0x73D2
0x8FCBEF	0x73D3
0x8FCBF0	0x73D6
0x8FCBF1	0x73D9
0x8FCBF2	0x73DD
0x8FCBF3	0x73E1
0x8FCBF4	0x73E3
0x8FCBF5	0x73E6
0x8FCBF6	0x73E7
0x8FCBF7	0x73E9
0x8FCBF8	0x73F4
0x8FCBF9	0x73F5
0x8FCBFA	0x73F7
0x8FCBFB	0x73F9
0x8FCBFC	0x73FA
0x8FCBFD	0x73FB
0x8FCBFE	0x73FD
0x8FCCA1	0x73FF
0x8FCCA2	0x7400
0x8FCCA3	0x7401
0x8FCCA4	0x7404
0x8FCCA5	0x7407
0x8FCCA6	0x740A
0x8FCCA7	0x7411
0x8FCCA8	0x741A
0x8FCCA9	0x741B
0x8FCCAA	0x7424
0x8FCCAB	0x7426
0x8FCCAC	0x7428
0x8FCCAD	0x7429
0x8FCCAE	0x742A
0x8FCCAF	0x742B
0x8FCCB0	0x742C
0x8FCCB1	0x742D
0x8FCCB2	0x742E
0x8FCCB3	0x742F
0x8FCCB4	0x7430
0x8FCCB5	0x7431
0x8FCCB6	0x7439
0x8FCCB7	0x7440
0x8FCCB8	0x7443
0x8FCCB9	0x7444
0x8FCCBA	0x7446
0x8FCCBB	0x7447
0x8FCCBC	0x744B
0x8FCCBD	0x744D
0x8FCCBE	0x7451
0x8FCCBF	0x7452
0x8FCCC0	0x7457
0x8FCCC1	0x745D
0x8FCCC2	0x7462
0x8FCCC3	0x7466
0x8FCCC4	0x7467
0x8FCCC5	0x7468
0x8FCCC6	0x746B
0x8FCCC7	0x746D
0x8FCCC8	0x746E
0x8FCCC9	0x7471
0x8FCCCA	0x7472
0x8FCCCB	0x7480
0x8FCCCC	0x7481
0x8FCCCD	0x7485
0x8FCCCE	0x7486
0x8FCCCF	0x7487
0x8FCCD0	0x7489
0x8FCCD1	0x748F
0x8FCCD2	0x7490
0x8FCCD3	0x7491
0x8FCCD4	0x7492
0x8FCCD5	0x7498
0x8FCCD6	0x7499
0x8FCCD7	0x749A
0x8FCCD8	0x749C
0x8FCCD9	0x749F
0x8FCCDA	0x74A0
0x8FCCDB	0x74A1
0x8FCCDC	0x74A3
0x8FCCDD	0x74A6
0x8FCCDE	0x74A8
0x8FCCDF	0x74A9
0x8FCCE0	0x74AA
0x8FCCE1	0x74AB
0x8FCCE2	0x74AE
0x8FCCE3	0x74AF
0x8FCCE4	0x74B1
0x8FCCE5	0x74B2
0x8FCCE6	0x74B5
0x8FCCE7	0x74B9
0x8FCCE8	0x74BB
0x8FCCE9	0x74BF
0x8FCCEA	0x74C8
0x8FCCEB	0x74C9
0x8FCCEC	0x74CC
0x8FCCED	0x74D0
0x8FCCEE	0x74D3
0x8FCCEF	0x74D8
0x8FCCF0	0x74DA
0x8FCCF1	0x74DB
0x8FCCF2	0x74DE
0x8FCCF3	0x74DF
0x8FCCF4	0x74E4
0x8FCCF5	0x74E8
0x8FCCF6	0x74EA
0x8FCCF7	0x74EB
0x8FCCF8	0x74EF
0x8FCCF9	0x74F4
0x8FCCFA	0x74FA
0x8FCCFB	0x74FB
0x8FCCFC	0x74FC
0x8FCCFD	0x74FF
0x8FCCFE	0x7506
0x8FCDA1	0x7512
0x8FCDA2	0x7516
0x8FCDA3	0x7517
0x8FCDA4	0x7520
0x8FCDA5	0x7521
0x8FCDA6	0x7524
0x8FCDA7	0x7527
0x8FCDA8	0x7529
0x8FCDA9	0x752A
0x8FCDAA	0x752F
0x8FCDAB	0x7536
0x8FCDAC	0x7539
0x8FCDAD	0x753D
0x8FCDAE	0x753E
0x8FCDAF	0x753F
0x8FCDB0	0x7540
0x8FCDB1	0x7543
0x8FCDB2	0x7547
0x8FCDB3	0x7548
0x8FCDB4	0x754E
0x8FCDB5	0x7550
0x8FCDB6	0x7552
0x8FCDB7	0x7557
0x8FCDB8	0x755E
0x8FCDB9	0x755F
0x8FCDBA	0x7561
0x8FCDBB	0x756F
0x8FCDBC	0x7571
0x8FCDBD	0x7579
0x8FCDBE	0x757A
0x8FCDBF	0x757B
0x8FCDC0	0x757C
0x8FCDC1	0x757D
0x8FCDC2	0x757E
0x8FCDC3	0x7581
0x8FCDC4	0x7585
0x8FCDC5	0x7590
0x8FCDC6	0x7592
0x8FCDC7	0x7593
0x8FCDC8	0x7595
0x8FCDC9	0x7599
0x8FCDCA	0x759C
0x8FCDCB	0x75A2
0x8FCDCC	0x75A4
0x8FCDCD	0x75B4
0x8FCDCE	0x75BA
0x8FCDCF	0x75BF
0x8FCDD0	0x75C0
0x8FCDD1	0x75C1
0x8FCDD2	0x75C4
0x8FCDD3	0x75C6
0x8FCDD4	0x75CC
0x8FCDD5	0x75CE
0x8FCDD6	0x75CF
0x8FCDD7	0x75D7
0x8FCDD8	0x75DC
0x8FCDD9	0x75DF
0x8FCDDA	0x75E0
0x8FCDDB	0x75E1
0x8FCDDC	0x75E4
0x8FCDDD	0x75E7
0x8FCDDE	0x75EC
0x8FCDDF	0x75EE
0x8FCDE0	0x75EF
0x8FCDE1	0x75F1
0x8FCDE2	0x75F9
0x8FCDE3	0x7600
0x8FCDE4	0x7602
0x8FCDE5	0x7603
0x8FCDE6	0x7604
0x8FCDE7	0x7607
0x8FCDE8	0x7608
0x8FCDE9	0x760A
0x8FCDEA	0x760C
0x8FCDEB	0x760F
0x8FCDEC	0x7612
0x8FCDED	0x7613
0x8FCDEE	0x7615
0x8FCDEF	0x7616
0x8FCDF0	0x7619
0x8FCDF1	0x761B
0x8FCDF2	0x761C
0x8FCDF3	0x761D
0x8FCDF4	0x761E
0x8FCDF5	0x7623
0x8FCDF6	0x7625
0x8FCDF7	0x7626
0x8FCDF8	0x7629
0x8FCDF9	0x762D
0x8FCDFA	0x7632
0x8FCDFB	0x7633
0x8FCDFC	0x7635
0x8FCDFD	0x7638
0x8FCDFE	0x7639
0x8FCEA1	0x763A
0x8FCEA2	0x763C
0x8FCEA3	0x764A
0x8FCEA4	0x7640
0x8FCEA5	0x7641
0x8FCEA6	0x7643
0x8FCEA7	0x7644
0x8FCEA8	0x7645
0x8FCEA9	0x7649
0x8FCEAA	0x764B
0x8FCEAB	0x7655
0x8FCEAC	0x7659
0x8FCEAD	0x765F
0x8FCEAE	0x7664
0x8FCEAF	0x7665
0x8FCEB0	0x766D
0x8FCEB1	0x766E
0x8FCEB2	0x766F
0x8FCEB3	0x7671
0x8FCEB4	0x7674
0x8FCEB5	0x7681
0x8FCEB6	0x7685
0x8FCEB7	0x768C
0x8FCEB8	0x768D
0x8FCEB9	0x7695
0x8FCEBA	0x769B
0x8FCEBB	0x769C
0x8FCEBC	0x769D
0x8FCEBD	0x769F
0x8FCEBE	0x76A0
0x8FCEBF	0x76A2
0x8FCEC0	0x76A3
0x8FCEC1	0x76A4
0x8FCEC2	0x76A5
0x8FCEC3	0x76A6
0x8FCEC4	0x76A7
0x8FCEC5	0x76A8
0x8FCEC6	0x76AA
0x8FCEC7	0x76AD
0x8FCEC8	0x76BD
0x8FCEC9	0x76C1
0x8FCECA	0x76C5
0x8FCECB	0x76C9
0x8FCECC	0x76CB
0x8FCECD	0x76CC
0x8FCECE	0x76CE
0x8FCECF	0x76D4
0x8FCED0	0x76D9
0x8FCED1	0x76E0
0x8FCED2	0x76E6
0x8FCED3	0x76E8
0x8FCED4	0x76EC
0x8FCED5	0x76F0
0x8FCED6	0x76F1
0x8FCED7	0x76F6
0x8FCED8	0x76F9
0x8FCED9	0x76FC
0x8FCEDA	0x7700
0x8FCEDB	0x7706
0x8FCEDC	0x770A
0x8FCEDD	0x770E
0x8FCEDE	0x7712
0x8FCEDF	0x7714
0x8FCEE0	0x7715
0x8FCEE1	0x7717
0x8FCEE2	0x7719
0x8FCEE3	0x771A
0x8FCEE4	0x771C
0x8FCEE5	0x7722
0x8FCEE6	0x7728
0x8FCEE7	0x772D
0x8FCEE8	0x772E
0x8FCEE9	0x772F
0x8FCEEA	0x7734
0x8FCEEB	0x7735
0x8FCEEC	0x7736
0x8FCEED	0x7739
0x8FCEEE	0x773D
0x8FCEEF	0x773E
0x8FCEF0	0x7742
0x8FCEF1	0x7745
0x8FCEF2	0x7746
0x8FCEF3	0x774A
0x8FCEF4	0x774D
0x8FCEF5	0x774E
0x8FCEF6	0x774F
0x8FCEF7	0x7752
0x8FCEF8	0x7756
0x8FCEF9	0x7757
0x8FCEFA	0x775C
0x8FCEFB	0x775E
0x8FCEFC	0x775F
0x8FCEFD	0x7760
0x8FCEFE	0x7762
0x8FCFA1	0x7764
0x8FCFA2	0x7767
0x8FCFA3	0x776A
0x8FCFA4	0x776C
0x8FCFA5	0x7770
0x8FCFA6	0x7772
0x8FCFA7	0x7773
0x8FCFA8	0x7774
0x8FCFA9	0x777A
0x8FCFAA	0x777D
0x8FCFAB	0x7780
0x8FCFAC	0x7784
0x8FCFAD	0x778C
0x8FCFAE	0x778D
0x8FCFAF	0x7794
0x8FCFB0	0x7795
0x8FCFB1	0x7796
0x8FCFB2	0x779A
0x8FCFB3	0x779F
0x8FCFB4	0x77A2
0x8FCFB5	0x77A7
0x8FCFB6	0x77AA
0x8FCFB7	0x77AE
0x8FCFB8	0x77AF
0x8FCFB9	0x77B1
0x8FCFBA	0x77B5
0x8FCFBB	0x77BE
0x8FCFBC	0x77C3
0x8FCFBD	0x77C9
0x8FCFBE	0x77D1
0x8FCFBF	0x77D2
0x8FCFC0	0x77D5
0x8FCFC1	0x77D9
0x8FCFC2	0x77DE
0x8FCFC3	0x77DF
0x8FCFC4	0x77E0
0x8FCFC5	0x77E4
0x8FCFC6	0x77E6
0x8FCFC7	0x77EA
0x8FCFC8	0x77EC
0x8FCFC9	0x77F0
0x8FCFCA	0x77F1
0x8FCFCB	0x77F4
0x8FCFCC	0x77F8
0x8FCFCD	0x77FB
0x8FCFCE	0x7805
0x8FCFCF	0x7806
0x8FCFD0	0x7809
0x8FCFD1	0x780D
0x8FCFD2	0x780E
0x8FCFD3	0x7811
0x8FCFD4	0x781D
0x8FCFD5	0x7821
0x8FCFD6	0x7822
0x8FCFD7	0x7823
0x8FCFD8	0x782D
0x8FCFD9	0x782E
0x8FCFDA	0x7830
0x8FCFDB	0x7835
0x8FCFDC	0x7837
0x8FCFDD	0x7843
0x8FCFDE	0x7844
0x8FCFDF	0x7847
0x8FCFE0	0x7848
0x8FCFE1	0x784C
0x8FCFE2	0x784E
0x8FCFE3	0x7852
0x8FCFE4	0x785C
0x8FCFE5	0x785E
0x8FCFE6	0x7860
0x8FCFE7	0x7861
0x8FCFE8	0x7863
0x8FCFE9	0x7864
0x8FCFEA	0x7868
0x8FCFEB	0x786A
0x8FCFEC	0x786E
0x8FCFED	0x787A
0x8FCFEE	0x787E
0x8FCFEF	0x788A
0x8FCFF0	0x788F
0x8FCFF1	0x7894
0x8FCFF2	0x7898
0x8FCFF3	0x78A1
0x8FCFF4	0x789D
0x8FCFF5	0x789E
0x8FCFF6	0x789F
0x8FCFF7	0x78A4
0x8FCFF8	0x78A8
0x8FCFF9	0x78AC
0x8FCFFA	0x78AD
0x8FCFFB	0x78B0
0x8FCFFC	0x78B1
0x8FCFFD	0x78B2
0x8FCFFE	0x78B3
0x8FD0A1	0x78BB
0x8FD0A2	0x78BD
0x8FD0A3	0x78BF
0x8FD0A4	0x78C7
0x8FD0A5	0x78C8
0x8FD0A6	0x78C9
0x8FD0A7	0x78CC
0x8FD0A8	0x78CE
0x8FD0A9	0x78D2
0x8FD0AA	0x78D3
0x8FD0AB	0x78D5
0x8FD0AC	0x78D6
0x8FD0AD	0x78E4
0x8FD0AE	0x78DB
0x8FD0AF	0x78DF
0x8FD0B0	0x78E0
0x8FD0B1	0x78E1
0x8FD0B2	0x78E6
0x8FD0B3	0x78EA
0x8FD0B4	0x78F2
0x8FD0B5	0x78F3
0x8FD0B6	0x7900
0x8FD0B7	0x78F6
0x8FD0B8	0x78F7
0x8FD0B9	0x78FA
0x8FD0BA	0x78FB
0x8FD0BB	0x78FF
0x8FD0BC	0x7906
0x8FD0BD	0x790C
0x8FD0BE	0x7910
0x8FD0BF	0x791A
0x8FD0C0	0x791C
0x8FD0C1	0x791E
0x8FD0C2	0x791F
0x8FD0C3	0x7920
0x8FD0C4	0x7925
0x8FD0C5	0x7927
0x8FD0C6	0x7929
0x8FD0C7	0x792D
0x8FD0C8	0x7931
0x8FD0C9	0x7934
0x8FD0CA	0x7935
0x8FD0CB	0x793B
0x8FD0CC	0x793D
0x8FD0CD	0x793F
0x8FD0CE	0x7944
0x8FD0CF	0x7945
0x8FD0D0	0x7946
0x8FD0D1	0x794A
0x8FD0D2	0x794B
0x8FD0D3	0x794F
0x8FD0D4	0x7951
0x8FD0D5	0x7954
0x8FD0D6	0x7958
0x8FD0D7	0x795B
0x8FD0D8	0x795C
0x8FD0D9	0x7967
0x8FD0DA	0x7969
0x8FD0DB	0x796B
0x8FD0DC	0x7972
0x8FD0DD	0x7979
0x8FD0DE	0x797B
0x8FD0DF	0x797C
0x8FD0E0	0x797E
0x8FD0E1	0x798B
0x8FD0E2	0x798C
0x8FD0E3	0x7991
0x8FD0E4	0x7993
0x8FD0E5	0x7994
0x8FD0E6	0x7995
0x8FD0E7	0x7996
0x8FD0E8	0x7998
0x8FD0E9	0x799B
0x8FD0EA	0x799C
0x8FD0EB	0x79A1
0x8FD0EC	0x79A8
0x8FD0ED	0x79A9
0x8FD0EE	0x79AB
0x8FD0EF	0x79AF
0x8FD0F0	0x79B1
0x8FD0F1	0x79B4
0x8FD0F2	0x79B8
0x8FD0F3	0x79BB
0x8FD0F4	0x79C2
0x8FD0F5	0x79C4
0x8FD0F6	0x79C7
0x8FD0F7	0x79C8
0x8FD0F8	0x79CA
0x8FD0F9	0x79CF
0x8FD0FA	0x79D4
0x8FD0FB	0x79D6
0x8FD0FC	0x79DA
0x8FD0FD	0x79DD
0x8FD0FE	0x79DE
0x8FD1A1	0x79E0
0x8FD1A2	0x79E2
0x8FD1A3	0x79E5
0x8FD1A4	0x79EA
0x8FD1A5	0x79EB
0x8FD1A6	0x79ED
0x8FD1A7	0x79F1
0x8FD1A8	0x79F8
0x8FD1A9	0x79FC
0x8FD1AA	0x7A02
0x8FD1AB	0x7A03
0x8FD1AC	0x7A07
0x8FD1AD	0x7A09
0x8FD1AE	0x7A0A
0x8FD1AF	0x7A0C
0x8FD1B0	0x7A11
0x8FD1B1	0x7A15
0x8FD1B2	0x7A1B
0x8FD1B3	0x7A1E
0x8FD1B4	0x7A21
0x8FD1B5	0x7A27
0x8FD1B6	0x7A2B
0x8FD1B7	0x7A2D
0x8FD1B8	0x7A2F
0x8FD1B9	0x7A30
0x8FD1BA	0x7A34
0x8FD1BB	0x7A35
0x8FD1BC	0x7A38
0x8FD1BD	0x7A39
0x8FD1BE	0x7A3A
0x8FD1BF	0x7A44
0x8FD1C0	0x7A45
0x8FD1C1	0x7A47
0x8FD1C2	0x7A48
0x8FD1C3	0x7A4C
0x8FD1C4	0x7A55
0x8FD1C5	0x7A56
0x8FD1C6	0x7A59
0x8FD1C7	0x7A5C
0x8FD1C8	0x7A5D
0x8FD1C9	0x7A5F
0x8FD1CA	0x7A60
0x8FD1CB	0x7A65
0x8FD1CC	0x7A67
0x8FD1CD	0x7A6A
0x8FD1CE	0x7A6D
0x8FD1CF	0x7A75
0x8FD1D0	0x7A78
0x8FD1D1	0x7A7E
0x8FD1D2	0x7A80
0x8FD1D3	0x7A82
0x8FD1D4	0x7A85
0x8FD1D5	0x7A86
0x8FD1D6	0x7A8A
0x8FD1D7	0x7A8B
0x8FD1D8	0x7A90
0x8FD1D9	0x7A91
0x8FD1DA	0x7A94
0x8FD1DB	0x7A9E
0x8FD1DC	0x7AA0
0x8FD1DD	0x7AA3
0x8FD1DE	0x7AAC
0x8FD1DF	0x7AB3
0x8FD1E0	0x7AB5
0x8FD1E1	0x7AB9
0x8FD1E2	0x7ABB
0x8FD1E3	0x7ABC
0x8FD1E4	0x7AC6
0x8FD1E5	0x7AC9
0x8FD1E6	0x7ACC
0x8FD1E7	0x7ACE
0x8FD1E8	0x7AD1
0x8FD1E9	0x7ADB
0x8FD1EA	0x7AE8
0x8FD1EB	0x7AE9
0x8FD1EC	0x7AEB
0x8FD1ED	0x7AEC
0x8FD1EE	0x7AF1
0x8FD1EF	0x7AF4
0x8FD1F0	0x7AFB
0x8FD1F1	0x7AFD
0x8FD1F2	0x7AFE
0x8FD1F3	0x7B07
0x8FD1F4	0x7B14
0x8FD1F5	0x7B1F
0x8FD1F6	0x7B23
0x8FD1F7	0x7B27
0x8FD1F8	0x7B29
0x8FD1F9	0x7B2A
0x8FD1FA	0x7B2B
0x8FD1FB	0x7B2D
0x8FD1FC	0x7B2E
0x8FD1FD	0x7B2F
0x8FD1FE	0x7B30
0x8FD2A1	0x7B31
0x8FD2A2	0x7B34
0x8FD2A3	0x7B3D
0x8FD2A4	0x7B3F
0x8FD2A5	0x7B40
0x8FD2A6	0x7B41
0x8FD2A7	0x7B47
0x8FD2A8	0x7B4E
0x8FD2A9	0x7B55
0x8FD2AA	0x7B60
0x8FD2AB	0x7B64
0x8FD2AC	0x7B66
0x8FD2AD	0x7B69
0x8FD2AE	0x7B6A
0x8FD2AF	0x7B6D
0x8FD2B0	0x7B6F
0x8FD2B1	0x7B72
0x8FD2B2	0x7B73
0x8FD2B3	0x7B77
0x8FD2B4	0x7B84
0x8FD2B5	0x7B89
0x8FD2B6	0x7B8E
0x8FD2B7	0x7B90
0x8FD2B8	0x7B91
0x8FD2B9	0x7B96
0x8FD2BA	0x7B9B
0x8FD2BB	0x7B9E
0x8FD2BC	0x7BA0
0x8FD2BD	0x7BA5
0x8FD2BE	0x7BAC
0x8FD2BF	0x7BAF
0x8FD2C0	0x7BB0
0x8FD2C1	0x7BB2
0x8FD2C2	0x7BB5
0x8FD2C3	0x7BB6
0x8FD2C4	0x7BBA
0x8FD2C5	0x7BBB
0x8FD2C6	0x7BBC
0x8FD2C7	0x7BBD
0x8FD2C8	0x7BC2
0x8FD2C9	0x7BC5
0x8FD2CA	0x7BC8
0x8FD2CB	0x7BCA
0x8FD2CC	0x7BD4
0x8FD2CD	0x7BD6
0x8FD2CE	0x7BD7
0x8FD2CF	0x7BD9
0x8FD2D0	0x7BDA
0x8FD2D1	0x7BDB
0x8FD2D2	0x7BE8
0x8FD2D3	0x7BEA
0x8FD2D4	0x7BF2
0x8FD2D5	0x7BF4
0x8FD2D6	0x7BF5
0x8FD2D7	0x7BF8
0x8FD2D8	0x7BF9
0x8FD2D9	0x7BFA
0x8FD2DA	0x7BFC
0x8FD2DB	0x7BFE
0x8FD2DC	0x7C01
0x8FD2DD	0x7C02
0x8FD2DE	0x7C03
0x8FD2DF	0x7C04
0x8FD2E0	0x7C06
0x8FD2E1	0x7C09
0x8FD2E2	0x7C0B
0x8FD2E3	0x7C0C
0x8FD2E4	0x7C0E
0x8FD2E5	0x7C0F
0x8FD2E6	0x7C19
0x8FD2E7	0x7C1B
0x8FD2E8	0x7C20
0x8FD2E9	0x7C25
0x8FD2EA	0x7C26
0x8FD2EB	0x7C28
0x8FD2EC	0x7C2C
0x8FD2ED	0x7C31
0x8FD2EE	0x7C33
0x8FD2EF	0x7C34
0x8FD2F0	0x7C36
0x8FD2F1	0x7C39
0x8FD2F2	0x7C3A
0x8FD2F3	0x7C46
0x8FD2F4	0x7C4A
0x8FD2F5	0x7C55
0x8FD2F6	0x7C51
0x8FD2F7	0x7C52
0x8FD2F8	0x7C53
0x8FD2F9	0x7C59
0x8FD2FA	0x7C5A
0x8FD2FB	0x7C5B
0x8FD2FC	0x7C5C
0x8FD2FD	0x7C5D
0x8FD2FE	0x7C5E
0x8FD3A1	0x7C61
0x8FD3A2	0x7C63
0x8FD3A3	0x7C67
0x8FD3A4	0x7C69
0x8FD3A5	0x7C6D
0x8FD3A6	0x7C6E
0x8FD3A7	0x7C70
0x8FD3A8	0x7C72
0x8FD3A9	0x7C79
0x8FD3AA	0x7C7C
0x8FD3AB	0x7C7D
0x8FD3AC	0x7C86
0x8FD3AD	0x7C87
0x8FD3AE	0x7C8F
0x8FD3AF	0x7C94
0x8FD3B0	0x7C9E
0x8FD3B1	0x7CA0
0x8FD3B2	0x7CA6
0x8FD3B3	0x7CB0
0x8FD3B4	0x7CB6
0x8FD3B5	0x7CB7
0x8FD3B6	0x7CBA
0x8FD3B7	0x7CBB
0x8FD3B8	0x7CBC
0x8FD3B9	0x7CBF
0x8FD3BA	0x7CC4
0x8FD3BB	0x7CC7
0x8FD3BC	0x7CC8
0x8FD3BD	0x7CC9
0x8FD3BE	0x7CCD
0x8FD3BF	0x7CCF
0x8FD3C0	0x7CD3
0x8FD3C1	0x7CD4
0x8FD3C2	0x7CD5
0x8FD3C3	0x7CD7
0x8FD3C4	0x7CD9
0x8FD3C5	0x7CDA
0x8FD3C6	0x7CDD
0x8FD3C7	0x7CE6
0x8FD3C8	0x7CE9
0x8FD3C9	0x7CEB
0x8FD3CA	0x7CF5
0x8FD3CB	0x7D03
0x8FD3CC	0x7D07
0x8FD3CD	0x7D08
0x8FD3CE	0x7D09
0x8FD3CF	0x7D0F
0x8FD3D0	0x7D11
0x8FD3D1	0x7D12
0x8FD3D2	0x7D13
0x8FD3D3	0x7D16
0x8FD3D4	0x7D1D
0x8FD3D5	0x7D1E
0x8FD3D6	0x7D23
0x8FD3D7	0x7D26
0x8FD3D8	0x7D2A
0x8FD3D9	0x7D2D
0x8FD3DA	0x7D31
0x8FD3DB	0x7D3C
0x8FD3DC	0x7D3D
0x8FD3DD	0x7D3E
0x8FD3DE	0x7D40
0x8FD3DF	0x7D41
0x8FD3E0	0x7D47
0x8FD3E1	0x7D48
0x8FD3E2	0x7D4D
0x8FD3E3	0x7D51
0x8FD3E4	0x7D53
0x8FD3E5	0x7D57
0x8FD3E6	0x7D59
0x8FD3E7	0x7D5A
0x8FD3E8	0x7D5C
0x8FD3E9	0x7D5D
0x8FD3EA	0x7D65
0x8FD3EB	0x7D67
0x8FD3EC	0x7D6A
0x8FD3ED	0x7D70
0x8FD3EE	0x7D78
0x8FD3EF	0x7D7A
0x8FD3F0	0x7D7B
0x8FD3F1	0x7D7F
0x8FD3F2	0x7D81
0x8FD3F3	0x7D82
0x8FD3F4	0x7D83
0x8FD3F5	0x7D85
0x8FD3F6	0x7D86
0x8FD3F7	0x7D88
0x8FD3F8	0x7D8B
0x8FD3F9	0x7D8C
0x8FD3FA	0x7D8D
0x8FD3FB	0x7D91
0x8FD3FC	0x7D96
0x8FD3FD	0x7D97
0x8FD3FE	0x7D9D
0x8FD4A1	0x7D9E
0x8FD4A2	0x7DA6
0x8FD4A3	0x7DA7
0x8FD4A4	0x7DAA
0x8FD4A5	0x7DB3
0x8FD4A6	0x7DB6
0x8FD4A7	0x7DB7
0x8FD4A8	0x7DB9
0x8FD4A9	0x7DC2
0x8FD4AA	0x7DC3
0x8FD4AB	0x7DC4
0x8FD4AC	0x7DC5
0x8FD4AD	0x7DC6
0x8FD4AE	0x7DCC
0x8FD4AF	0x7DCD
0x8FD4B0	0x7DCE
0x8FD4B1	0x7DD7
0x8FD4B2	0x7DD9
0x8FD4B3	0x7E00
0x8FD4B4	0x7DE2
0x8FD4B5	0x7DE5
0x8FD4B6	0x7DE6
0x8FD4B7	0x7DEA
0x8FD4B8	0x7DEB
0x8FD4B9	0x7DED
0x8FD4BA	0x7DF1
0x8FD4BB	0x7DF5
0x8FD4BC	0x7DF6
0x8FD4BD	0x7DF9
0x8FD4BE	0x7DFA
0x8FD4BF	0x7E08
0x8FD4C0	0x7E10
0x8FD4C1	0x7E11
0x8FD4C2	0x7E15
0x8FD4C3	0x7E17
0x8FD4C4	0x7E1C
0x8FD4C5	0x7E1D
0x8FD4C6	0x7E20
0x8FD4C7	0x7E27
0x8FD4C8	0x7E28
0x8FD4C9	0x7E2C
0x8FD4CA	0x7E2D
0x8FD4CB	0x7E2F
0x8FD4CC	0x7E33
0x8FD4CD	0x7E36
0x8FD4CE	0x7E3F
0x8FD4CF	0x7E44
0x8FD4D0	0x7E45
0x8FD4D1	0x7E47
0x8FD4D2	0x7E4E
0x8FD4D3	0x7E50
0x8FD4D4	0x7E52
0x8FD4D5	0x7E58
0x8FD4D6	0x7E5F
0x8FD4D7	0x7E61
0x8FD4D8	0x7E62
0x8FD4D9	0x7E65
0x8FD4DA	0x7E6B
0x8FD4DB	0x7E6E
0x8FD4DC	0x7E6F
0x8FD4DD	0x7E73
0x8FD4DE	0x7E78
0x8FD4DF	0x7E7E
0x8FD4E0	0x7E81
0x8FD4E1	0x7E86
0x8FD4E2	0x7E87
0x8FD4E3	0x7E8A
0x8FD4E4	0x7E8D
0x8FD4E5	0x7E91
0x8FD4E6	0x7E95
0x8FD4E7	0x7E98
0x8FD4E8	0x7E9A
0x8FD4E9	0x7E9D
0x8FD4EA	0x7E9E
0x8FD4EB	0x7F3C
0x8FD4EC	0x7F3B
0x8FD4ED	0x7F3D
0x8FD4EE	0x7F3E
0x8FD4EF	0x7F3F
0x8FD4F0	0x7F43
0x8FD4F1	0x7F44
0x8FD4F2	0x7F47
0x8FD4F3	0x7F4F
0x8FD4F4	0x7F52
0x8FD4F5	0x7F53
0x8FD4F6	0x7F5B
0x8FD4F7	0x7F5C
0x8FD4F8	0x7F5D
0x8FD4F9	0x7F61
0x8FD4FA	0x7F63
0x8FD4FB	0x7F64
0x8FD4FC	0x7F65
0x8FD4FD	0x7F66
0x8FD4FE	0x7F6D
0x8FD5A1	0x7F71
0x8FD5A2	0x7F7D
0x8FD5A3	0x7F7E
0x8FD5A4	0x7F7F
0x8FD5A5	0x7F80
0x8FD5A6	0x7F8B
0x8FD5A7	0x7F8D
0x8FD5A8	0x7F8F
0x8FD5A9	0x7F90
0x8FD5AA	0x7F91
0x8FD5AB	0x7F96
0x8FD5AC	0x7F97
0x8FD5AD	0x7F9C
0x8FD5AE	0x7FA1
0x8FD5AF	0x7FA2
0x8FD5B0	0x7FA6
0x8FD5B1	0x7FAA
0x8FD5B2	0x7FAD
0x8FD5B3	0x7FB4
0x8FD5B4	0x7FBC
0x8FD5B5	0x7FBF
0x8FD5B6	0x7FC0
0x8FD5B7	0x7FC3
0x8FD5B8	0x7FC8
0x8FD5B9	0x7FCE
0x8FD5BA	0x7FCF
0x8FD5BB	0x7FDB
0x8FD5BC	0x7FDF
0x8FD5BD	0x7FE3
0x8FD5BE	0x7FE5
0x8FD5BF	0x7FE8
0x8FD5C0	0x7FEC
0x8FD5C1	0x7FEE
0x8FD5C2	0x7FEF
0x8FD5C3	0x7FF2
0x8FD5C4	0x7FFA
0x8FD5C5	0x7FFD
0x8FD5C6	0x7FFE
0x8FD5C7	0x7FFF
0x8FD5C8	0x8007
0x8FD5C9	0x8008
0x8FD5CA	0x800A
0x8FD5CB	0x800D
0x8FD5CC	0x800E
0x8FD5CD	0x800F
0x8FD5CE	0x8011
